gene	logfoldchanges	scores	pvals	pvals_adj	pct_in_group
MFSD12	-0.71482927	-1.6880697	0.09139784615404989	0.3235566532936191	
ASCL2	-2.345304	-1.6882601	0.09136131088174138	0.32347039855145915	
ZNF333	-0.46715203	-1.6889354	0.09123180149126897	0.32305489632779616	
HINFP	-0.56880534	-1.6889976	0.0912198955812432	0.32305489632779616	
SFR1	-0.47558576	-1.6892982	0.09116230398354207	0.3228948397626019	
ATG10	-0.16741486	-1.6914164	0.09075730356121603	0.3215031815745117	
GTF2IRD2	-0.5418445	-1.6927991	0.09049370455386173	0.3206121265445336	
RBM45	-0.65419155	-1.6928172	0.09049027037970488	0.3206121265445336	
IQSEC1	0.21767421	-1.693226	0.090412457217658	0.3204096933850843	
CCDC88A	-0.61757445	-1.6934725	0.09036556647973261	0.32028622369180065	
CHPF	-2.607402	-1.6945086	0.0901686868246571	0.3196310385586238	
GATC	-0.32369438	-1.6956769	0.08994708786300042	0.31893058275222624	
HIST1H2AK	-0.69421726	-1.6957691	0.08992962188575104	0.3189111968113912	
GNPNAT1	-0.7909188	-1.6961178	0.08986357962085133	0.3187195199816663	
TRPS1	-0.58537745	-1.6963843	0.08981312537023521	0.3185830854418099	
APOA1	-3.071037	-1.6968793	0.08971948512292503	0.3182934056436498	
FTX	-0.15285912	-1.6974945	0.08960320783645635	0.3179233294733912	
TOP1MT	0.012047946	-1.6980215	0.08950369222572312	0.3176126349355801	
IDE	-0.49480462	-1.6984204	0.08942845250681265	0.3173880143114666	
C1GALT1C1	-1.0208977	-1.6991458	0.08929171488487321	0.31694504406050283	
BCS1L	-0.27652553	-1.6995827	0.08920945140096075	0.31669533976040276	
ALAS1	-0.6615404	-1.6996608	0.08919474097868542	0.31668541550527385	
RPL11	-0.035556078	-1.699731	0.08918154098131847	0.3166808520698014	
SEPHS1	-0.5456751	-1.7000736	0.08911707218841118	0.31649420920574306	
WIPI1	-0.9242371	-1.7006007	0.08901799170951057	0.3161845785977658	
ZNF518A	-0.34245613	-1.7006668	0.08900556582699908	0.31618269635335583	
BCDIN3D	-0.34767598	-1.7011739	0.08891034714617246	0.31588666178293245	
ZNF566	-0.7133313	-1.7013382	0.0888795033730257	0.31581929413792115	
E2F3	-0.8240666	-1.701741	0.08880393498098571	0.3155929653509318	
ZNF789	-0.58446884	-1.7025105	0.08865970945624155	0.31512254849390803	
CLN6	-0.27754956	-1.7031318	0.08854341515356977	0.3147512948196778	
BCAT2	-0.080211446	-1.7034423	0.08848531412515953	0.3145868330835494	
MTG2	-0.21890888	-1.7042379	0.0883366406699849	0.31410027723980316	
ARV1	-0.36258936	-1.7054564	0.08810933976630352	0.3133339766722747	
B3GLCT	-0.51663345	-1.7061558	0.08797907925090576	0.31291261172351453	
ZNF649	-0.4012166	-1.7067189	0.08787431190492044	0.312581816932666	
ZNF254	-0.057177875	-1.7069935	0.0878232696624855	0.3124420672412264	
ALDH16A1	0.102869995	-1.7091177	0.08742915208655398	0.31108158411091275	
ZNF316	-0.4064175	-1.7102599	0.08721781167209666	0.3103711629980797	
TICAM1	0.029191334	-1.7103181	0.08720707029601893	0.3103711629980797	
RUFY3	-0.14666067	-1.7105325	0.0871674475581572	0.3102750219161993	
DEXI	-1.2588067	-1.7107109	0.08713450139717868	0.3101992918076094	
INTS3	-0.13974954	-1.7114344	0.08700096888936187	0.3097654055070796	
TBC1D31	-1.4534776	-1.7115886	0.08697250827063978	0.3097055596630941	
DLEU1	-0.12054002	-1.711783	0.08693666598078478	0.30961940842868535	
SIPA1L1	0.2040556	-1.7121297	0.0868727706693845	0.30943331166196336	
POMGNT1	-0.94880193	-1.7123863	0.08682551993124063	0.3093064594896722	
DRAM1	-0.11271996	-1.7132579	0.08666509629979768	0.30877635315714785	
ACOT13	-0.4760189	-1.7140576	0.08651815962764085	0.30829416339228666	
AC020765.2	-0.7522503	-1.7145746	0.08642325509267715	0.3079972777029051	
MCOLN1	-0.6620995	-1.7148211	0.08637803951289758	0.3078774188297311	
ERCC8	-0.48536074	-1.7154884	0.08625572247933394	0.3074826780818424	
LYPLAL1	0.13206461	-1.7156026	0.08623479936012786	0.30744932692056853	
FBF1	-0.97451997	-1.7159534	0.08617058732758062	0.3072616099516723	
ASNSD1	-0.79647636	-1.7171136	0.08595841248746068	0.3065461754332775	
KLHL12	-0.14471322	-1.7176788	0.08585522641343377	0.30621927842762425	
ZNF559	-0.45496228	-1.7183661	0.08572985488230424	0.305813154330528	
AGO4	-0.7240859	-1.7187269	0.08566412146074351	0.30561968916847004	
LPGAT1	0.0075766225	-1.7191978	0.08557836413975609	0.3053547241872167	
ITFG2-AS1	-0.3397391	-1.7192459	0.08556960985188874	0.3053547241872167	
MPP1	-0.95394444	-1.719306	0.0855586680099648	0.3053547241872167	
SPHK2	-0.2374423	-1.7194623	0.085530224513564	0.30530591422858144	
CHUK	-0.6407719	-1.7199934	0.08543364664885089	0.3050021348931911	
MRPL20-AS1	-0.21588498	-1.7200515	0.08542308310410111	0.3050021348931911	
ACTR8	-0.27547738	-1.7209773	0.08525493726535793	0.30444591933037063	
RNF146	-0.10948473	-1.7211356	0.08522621186448348	0.30438423611208093	
SLC12A2	-0.668082	-1.7219112	0.08508560680785736	0.3039229059731274	
RINL	0.02629629	-1.7227609	0.08493177429363832	0.30345498439986734	
SPTSSA	-0.07285884	-1.722799	0.08492488612473797	0.30345498439986734	
ICK	-0.5202935	-1.7240915	0.08469131880801187	0.302677230415241	
ANTXR2	0.14957376	-1.7252759	0.08447776244187868	0.3019546056942837	
MPST	-0.1266922	-1.7253741	0.08446007599265958	0.3019319919043576	
ZNF674-AS1	-1.2276813	-1.7259232	0.0843612314685453	0.30161920516578766	
TRBV7-3	-6.504676	-1.7260034	0.0843468094444404	0.30160821313383307	
ODF3B	0.0877333	-1.7285184	0.08389533084185614	0.30003417632477053	
RFWD3	-0.38196883	-1.7288209	0.08384114161744347	0.29988072978738123	
RAMP1	-3.4888592	-1.7290956	0.08379200108159045	0.29974530238863967	
RASA1	-0.24075796	-1.7291696	0.08377873355025253	0.29973818266686797	
PGM2	-0.49223447	-1.7294261	0.08373284818329962	0.2996143473160906	
ACAD9	-0.37197065	-1.7319772	0.08327761054626194	0.298025529919092	
TMEM185B	-0.5115278	-1.7321436	0.08324799866753453	0.2979596763512524	
RNF8	-0.2509735	-1.7340174	0.08291500798104189	0.2968078110610252	
ZNF611	-0.42306766	-1.7347989	0.08277643284342741	0.29635167140967905	
KIFC2	-0.9015731	-1.7349952	0.08274164092334077	0.29626701793095434	
IL11RA	-1.4659508	-1.7354401	0.0826628704071078	0.2960248494409214	
CCL3L1	-3.5586307	-1.7360153	0.08256112654573498	0.29570033451813643	
ATP6V1A	-0.19510438	-1.7378229	0.08224202083479569	0.29459712557520684	
WDR5	-0.44462538	-1.737849	0.08223742907147212	0.29459712557520684	
ZNF337	-0.9786277	-1.7387427	0.08208002213369156	0.2940961051889172	
LIMK1	-0.26178953	-1.7400855	0.08184401811845579	0.2932900306822754	
PPFIA1	-0.39829636	-1.740865	0.0817072476556788	0.2928393925890354	
ZNF668	-0.9634458	-1.7434101	0.08126201240236638	0.2912829437144297	
CUL4B	-0.3450731	-1.7435023	0.08124592279807157	0.2912645511262401	
WDR44	-0.45839822	-1.7439531	0.08116726089720325	0.2910218032357703	
PRCP	0.15155314	-1.7454461	0.0809072437307287	0.29012866043160257	
AP003307.1	-0.21281247	-1.7456746	0.0808675155953317	0.2900253268126193	
ITPR1	0.24737993	-1.7470213	0.08063365045687311	0.2892256134268867	
TRBV4-2	-6.099067	-1.7476164	0.0805304655874347	0.2888944857401035	
GMDS-DT	-0.034603965	-1.7477728	0.08050338431963473	0.28883631909173485	
DAAM1	0.01066631	-1.7489611	0.08029773905191302	0.28813738440134956	
CAMK1D	0.18845885	-1.7489711	0.08029600692811627	0.28813738440134956	
C2orf68	-0.26905298	-1.7490834	0.08027660921533522	0.28813738440134956	
RAB39B	-0.61069554	-1.7493058	0.0802381714291931	0.28804029692281513	
HDGFL2	-0.6195536	-1.749915	0.08013297692418746	0.28770152555288103	
DUSP5	-0.42643502	-1.7500052	0.08011741489489864	0.2876845137113633	
HAR1B	-2.0403886	-1.7506405	0.080007858610667	0.28732993838844995	
ST7L	-0.39370814	-1.7514421	0.07986979100304051	0.2868728614959208	
PTPN23	-0.19531831	-1.751877	0.07979497038412488	0.28664285955394714	
DNAJC14	-0.14734875	-1.751901	0.07979083450122994	0.28664285955394714	
SLC38A9	-0.15952565	-1.7537066	0.0794807959576233	0.2855914662373488	
POLD3	-0.5619898	-1.7541935	0.07939734637253124	0.28533018783606107	
VAC14	-0.088476375	-1.7542577	0.07938636243721427	0.285329293741544	
RADX	-0.94076943	-1.7543579	0.07936920251183546	0.2853061987506187	
BCKDHB	-0.22984086	-1.7545843	0.07933043219105562	0.28520540473502876	
PRDM2	0.12469562	-1.7547587	0.07930059296888348	0.2851366964989115	
ARHGAP19	-0.34303814	-1.7555503	0.07916523080953514	0.2846884954250622	
SLC35E3	-0.14659572	-1.7558448	0.07911490352924638	0.28454601094774556	
DCP1B	-0.60863507	-1.7561535	0.0790622076251232	0.2843949677179794	
PRR7	0.22546284	-1.7565483	0.07899483955190377	0.2841910991405049	
B3GNTL1	-1.4680976	-1.7571014	0.07890053439836014	0.2838902536583206	
SLC12A9	-0.23204944	-1.7585522	0.07865358938708189	0.2830400422853032	
TRAV16	-5.828095	-1.7588067	0.07861033658846707	0.282922699551099	
TRAV3	-5.898864	-1.758927	0.07858990892850702	0.28288748502312944	
ARMC6	-0.24050692	-1.758939	0.07858786640011291	0.28288748502312944	
ATP2C1	-0.43952936	-1.759432	0.07850415992221974	0.28265538696460013	
AC090152.1	-1.7491492	-1.759466	0.07849837800960088	0.28265538696460013	
RGMB	-0.28342766	-1.759973	0.07841237049590509	0.28240140859223056	
MBTD1	-0.48754084	-1.7603117	0.0783549615754359	0.2822328938492358	
MAN2A2	-0.5313298	-1.7610753	0.07822566222823028	0.28180535055084477	
ZC3HC1	-0.43896937	-1.7613759	0.07817480464832803	0.2816603135079179	
PXYLP1	-3.2572815	-1.7616425	0.07812973344457012	0.2815360880183337	
HLTF	-0.52519137	-1.7617266	0.07811550482876872	0.2815229834364534	
TTI1	-0.48467314	-1.7635722	0.07780402160094613	0.2804384445526915	
ATXN1L	-0.17283356	-1.7638708	0.0777537248191719	0.28029516505747587	
SMURF1	-0.46971065	-1.7640853	0.07771762199220904	0.28020302155872545	
RABL2B	-0.40844217	-1.7641654	0.07770412911470401	0.2801923820024037	
WSB2	-1.5864106	-1.7644219	0.07766096472729653	0.2800747329018744	
ZC3H12D	-0.14519435	-1.7651914	0.07753158873031499	0.2796485268805125	
OSBPL11	-0.0371492	-1.7655241	0.0774757149441396	0.27955838005705763	
PPOX	-0.34434113	-1.7661214	0.07737549370054865	0.2792346567640031	
GALK2	-0.53758097	-1.7661654	0.07736809900540953	0.2792346567640031	
ZBTB7B	-0.3201904	-1.7662315	0.07735700804227294	0.2792346567640031	
TRAV8-3	-6.1110024	-1.7667265	0.0772740349904376	0.2789821483307309	
MAST3	-0.18116371	-1.7670271	0.0772236818973075	0.27883823409163644	
ZC3H11A	-0.09685726	-1.7691854	0.07686293132186973	0.27757334940271405	
NOP14-AS1	-0.40991896	-1.7696164	0.07679107993228335	0.27738925163361766	
ARRDC1-AS1	-0.33761704	-1.769983	0.07672996584720333	0.27720616586282687	
MFN1	-0.07313831	-1.7701354	0.07670459678990828	0.277152185709485	
NAA80	-0.24184386	-1.7702255	0.07668957886096227	0.27713559708300695	
JMJD4	-0.19821656	-1.7708428	0.07658685382219539	0.2768020108430964	
FKBP15	-0.29999718	-1.7710371	0.07655452534541357	0.2767227973828026	
ZNF85	-0.367083	-1.7713097	0.07650921755888358	0.27659663948552327	
MIR181A1HG	-0.8521609	-1.7716444	0.0764536121737185	0.27643321425183837	
AC022167.3	0.05664072	-1.7721254	0.07637375795878462	0.27618205616143354	
PTRH1	-1.1015435	-1.7729028	0.07624480419190753	0.2757532522270663	
EXOC6	0.091836	-1.7732335	0.07619001945005435	0.2755926139035104	
MLC1	-7.237711	-1.7747666	0.07593643685204544	0.274712747392203	
POLR1B	-0.43894058	-1.7748367	0.07592485152645932	0.27470822607157125	
GPATCH11	0.024055898	-1.7752215	0.07586132339173826	0.2745157405621526	
GALNT3	-0.10261568	-1.7755401	0.07580874699128368	0.2743628385459326	
GNB1L	-0.67963994	-1.7756122	0.07579684702964914	0.2743571288575575	
MRPL53	-0.33557266	-1.7766744	0.07562182948914985	0.27376091064997465	
PDHX	-0.2317804	-1.7768688	0.07558983370943023	0.2736823580115714	
BCL6	-0.16104046	-1.7775321	0.07548073540252867	0.2733245866844427	
PTOV1	-0.32752264	-1.7783918	0.0753395273597244	0.27285042889959327	
SYNE3	-0.121226095	-1.7785842	0.07530795790407006	0.27277326425896403	
IKBIP	-0.07704544	-1.7786223	0.07530171106302581	0.27277326425896403	
RNF121	-0.44908303	-1.7794238	0.07517029679075839	0.2723488711016313	
AMFR	-0.010549631	-1.7796724	0.07512959640889018	0.27223851982984215	
VPS9D1	-0.9515743	-1.7797104	0.07512336165011858	0.27223851982984215	
ADAMTS10	-5.1187572	-1.779997	0.07507645044095726	0.2721201385885999	
PRMT6	-0.5272695	-1.7804039	0.07500989729041317	0.2719159929189705	
MRNIP	-0.027133092	-1.7804298	0.0750056369079628	0.2719159929189705	
BOLA1	-0.89011633	-1.7809429	0.07492178039838779	0.27167066865057965	
ANKRD52	-0.40541357	-1.7810692	0.07490115557944808	0.2716329395751331	
HBB	-0.093574524	-1.7815361	0.07482491677147701	0.27139348565353266	
TULP4	-0.032860067	-1.7815782	0.07481804857739566	0.27139348565353266	
NUDT14	-0.3957473	-1.7821593	0.07472325473084077	0.27109874249126625	
C17orf75	-0.5285275	-1.7826623	0.074641288246013	0.2708383345106866	
LRRC8A	-0.97982645	-1.7837826	0.07445900530503075	0.27021380420568164	
CRLS1	-0.53491664	-1.7840751	0.07441145647374153	0.2700781239404037	
EIF2B3	-0.28199148	-1.785065	0.07425075603771725	0.26953166412544205	
GET1	-0.47330838	-1.7858186	0.07412863172079985	0.2691251062023138	
ARHGAP35	-0.9381316	-1.7859809	0.07410234452951685	0.2690664228483645	
ZNF677	-0.1963919	-1.7864118	0.07403260683665759	0.2688499326563085	
DNAL4	-0.41197827	-1.7871032	0.07392081428364967	0.26848063990777876	
ATP10A	-5.4391723	-1.7881653	0.07374934388020307	0.2678944664468932	
CLCN7	0.042856425	-1.7881913	0.07374514209218964	0.2678944664468932	
TTLL5	-0.7967778	-1.7882515	0.07373544640535454	0.2678944664468932	
GNA12	-0.03211848	-1.788518	0.07369247474626628	0.2677976874871495	
PRR5L	-2.7400362	-1.7885861	0.07368149279724497	0.2677943931434396	
FCHO1	0.15680733	-1.7899729	0.07345826847699147	0.26701960036241196	
MVB12B	-1.9463671	-1.7907144	0.07333914155058811	0.2666230397036085	
IPO11	-0.40558234	-1.7907885	0.07332723755412049	0.2666162307730463	
BEX5	-2.0929763	-1.7916282	0.07319254309675492	0.26616289546704736	
ANKMY1	-0.2888403	-1.7923356	0.07307922258644906	0.26578717256776535	
RABL3	-0.39569202	-1.7927865	0.07300706773720282	0.26556108572425263	
WDR47	-0.6634951	-1.7931192	0.07295387087024587	0.2654039055379503	
STX2	-1.2879362	-1.793524	0.07288918012022969	0.2652411717436452	
RNF31	-0.3869142	-1.7938927	0.07283029475440624	0.2650631801009672	
LINC00847	-0.46951458	-1.794031	0.07280822278190589	0.26501913904687435	
EFL1	-0.42560694	-1.7941993	0.07278135994376204	0.2649576449726409	
HADH	-0.04156267	-1.7949548	0.07266089684851672	0.2645553393611953	
CACNA2D4	-2.9866436	-1.795546	0.07256674913218349	0.2642487498539944	
PPP1R12C	-0.46646664	-1.7962234	0.07245900096881468	0.2638925440874384	
RP2	0.0023683626	-1.797516	0.07225375033201221	0.2631810922399003	
ACAD8	-0.60321337	-1.7991152	0.07200047146922949	0.26229448069910233	
UBE2D4	-0.18595912	-1.7996302	0.07191905669090912	0.26203380504286133	
RNF185	-0.5568214	-1.8001071	0.07184372817188814	0.2618311327410688	
SHLD3	-0.62989885	-1.8006282	0.07176151039739069	0.26156735941473497	
AC020915.2	-0.6117463	-1.8007224	0.07174665618340267	0.26154908444639413	
DTD2	-0.24287279	-1.8007383	0.07174412805745056	0.26154908444639413	
INO80C	0.030029532	-1.8016843	0.0715950977587295	0.26106819911226115	
PIDD1	-0.3092965	-1.8022374	0.07150807051822351	0.26078663643027755	
RPL35	-0.08610998	-1.802552	0.0714586045858755	0.2606419996278283	
FAM122C	-0.73426116	-1.802578	0.07145450993807503	0.2606419996278283	
INTS13	-0.5027556	-1.8027483	0.07142774197943882	0.26060095457398824	
SLC35F5	-0.22569413	-1.8033415	0.07133459063151454	0.26029682652320496	
C2CD5	-0.28094047	-1.8034056	0.07132452618215643	0.260295837072022	
ZNF169	-0.45523268	-1.8034779	0.07131320506781418	0.2602902605736656	
ALG9	-0.42587543	-1.8036822	0.07128113657536102	0.2602089450675073	
IL18R1	-3.155517	-1.8038346	0.07125725008994284	0.2601574794149163	
GCSAM	-0.34296215	-1.8040069	0.07123022855912024	0.2600945521188154	
IPO4	-0.4944023	-1.8045279	0.07114858663712627	0.25983213578293196	
ACSS2	-1.2810302	-1.8049488	0.07108270109936442	0.2596271969932674	
RUNDC1	-0.4369177	-1.806087	0.0709047469804669	0.25901281885566657	
HPS3	0.07323283	-1.8062915	0.07087282915341397	0.2589674080380244	
APEX2	-0.29683864	-1.8064939	0.0708412358560502	0.2588875577915521	
ZNF626	-0.19291922	-1.8075238	0.07068063301469543	0.2583361585392725	
PAXIP1-AS1	0.0025339187	-1.8077865	0.07063974894882832	0.2582222372866054	
SLC27A3	-1.3811029	-1.8088405	0.07047578375560189	0.2576583021238161	
TFCP2	-0.44455028	-1.8089627	0.07045678899956496	0.25762429423846983	
TMEM267	-0.45351577	-1.8089948	0.0704518074637847	0.25762429423846983	
HIBCH	-0.28507948	-1.8094637	0.07037898551038917	0.25741063105554335	
IQGAP1	0.017067682	-1.8104297	0.07022917933713503	0.25689806738256427	
PRR34-AS1	-0.024575032	-1.8104838	0.07022079544962292	0.25689806738256427	
GALNT6	-0.13096245	-1.8109928	0.07014196499978347	0.2566496816807881	
IFIH1	-0.03034905	-1.8124838	0.0699114778598048	0.25584154895163863	
DNAH1	-0.75891167	-1.8125259	0.06990498120617483	0.25584154895163863	
ZNF844	-0.016533103	-1.8133355	0.0697800943999883	0.25543108787457497	
NCOA6	-0.5194294	-1.8140669	0.06966742103980543	0.2550537718756183	
EVA1C	-4.2270374	-1.8142813	0.06963441909279243	0.2549680706801667	
INTS9	-0.23666109	-1.8147283	0.06956568058359558	0.2547514775739029	
KMT5A	-0.80968714	-1.8150189	0.06952101503838198	0.25462299279387557	
C2CD3	-0.28907412	-1.8154757	0.06945082994579649	0.25440099354042517	
IPPK	-0.42333734	-1.8156	0.06943175459143774	0.2543661757802652	
FKBP2	-0.32637006	-1.8170449	0.06921024245258445	0.2535896104421343	
KLHL2	-0.5424998	-1.81862	0.06896942208858822	0.25274207496106255	
SLC2A1	0.17849176	-1.8189126	0.0689247654562632	0.2526132571789878	
TTC5	-0.26228717	-1.8192132	0.06887891009900074	0.252480009863652	
IKZF2	-1.0560396	-1.8213735	0.06855009982663444	0.25130939355753334	
TELO2	-0.0010385121	-1.8219587	0.06846125673375553	0.2510183118673594	
FAHD2B	-0.58344823	-1.8223455	0.0684025870701495	0.2508377982529668	
SIK3	-0.16513853	-1.8229847	0.06830570554992753	0.2505170895282909	
TIMM8A	-0.6548953	-1.8237703	0.06818680816726433	0.2501155360582002	
GADD45G	-2.1814947	-1.8238685	0.06817195796662177	0.2500955791297226	
RBM19	-0.10002793	-1.8250248	0.06799728922326055	0.24948922560257344	
IGF1R	-1.5458105	-1.8255539	0.06791749427167415	0.24923085465233014	
NAXD	-0.39759728	-1.8257682	0.06788517507611692	0.24914665401106212	
CTBP2	-4.441321	-1.8262954	0.06780579005886526	0.24888966910296642	
RABEP1	0.18959078	-1.8270569	0.06769122415819524	0.24850345951666733	
LARS2	-0.50653714	-1.8273615	0.0676454424075298	0.24836969384579838	
RASSF4	-3.8483744	-1.8273855	0.06764182914395922	0.24836969384579838	
MTX2	-0.20933443	-1.8298223	0.06727650751603455	0.247117508743599	
ZNF692	-0.32997173	-1.8299987	0.06725013289571705	0.24705477294198525	
XRRA1	-0.67646927	-1.8302292	0.06721567888963555	0.24696233469831674	
PANK4	-0.7011911	-1.8324677	0.06688178091949146	0.24576950851087562	
TRAV17	-6.2657766	-1.8333675	0.06674794945343505	0.24531163558114635	
RCC1L	-0.50263554	-1.8345538	0.06657183172633441	0.24469820432225722	
CCDC32	0.1877901	-1.8366439	0.06626247442304344	0.24359478667912468	
AAMDC	-0.8876003	-1.8380487	0.06605522170278029	0.24286647359775868	
OSER1-DT	-0.4145012	-1.838175	0.06603662175571057	0.24283167814679457	
PICK1	-0.46146458	-1.8384817	0.06599146842310681	0.24269921671755307	
PDCD11	-0.31472456	-1.8392371	0.06588031682693576	0.24232396082799967	
SPAST	-0.33341083	-1.8399806	0.06577108490143438	0.24195566305816255	
ABCC10	-0.56956714	-1.8409486	0.06562910102892386	0.24146676027793013	
RGS9	-3.0718405	-1.8410869	0.0656088382608326	0.24142562815099952	
NIPA2	0.172349	-1.841225	0.06558858065053084	0.2413845036154056	
USP12	-0.098110914	-1.8413994	0.06556304579635967	0.24132394325182716	
SMAGP	0.13047655	-1.8418263	0.06550056402419177	0.24112735335166108	
RCC2	-0.35611194	-1.8421168	0.06545805757725852	0.24100425437677714	
GMPPA	-0.18366033	-1.8434535	0.06526282076757273	0.24031871892232132	
MMP28	-3.5011811	-1.8436259	0.06523768279306849	0.2402594389575956	
TM7SF2	-0.42447937	-1.8439305	0.06519327241445302	0.24012915569619556	
GPRASP1	-1.7226473	-1.8454615	0.06497042930198282	0.23934151634336817	
ARMT1	-0.40788138	-1.8460908	0.06487902433177477	0.23903792455146128	
NDRG2	-2.2251618	-1.847251	0.06471075641171056	0.2384510182541044	
LRIF1	-0.0014149282	-1.8478423	0.0646251626287286	0.238201663778807	
TNRC6C-AS1	-0.78233767	-1.848211	0.06457182264714198	0.2380380685351438	
CCP110	-0.49807394	-1.848227	0.06456950434195587	0.2380380685351438	
ZKSCAN8	-0.37885976	-1.848229	0.06456921455863757	0.2380380685351438	
EXOSC3	-0.19517028	-1.8483614	0.06455009123258176	0.2380380685351438	
SLFN13	-1.4308859	-1.8486559	0.06450751516911274	0.23793300661668715	
UBALD1	-0.12573935	-1.8492551	0.0644209863924105	0.23767981639698485	
ZNF490	-0.0871569	-1.8498623	0.06433339779757405	0.2373896126699598	
PIAS4	-0.40613976	-1.8505797	0.06423003699869154	0.23704112099253297	
ZNF287	-1.0945723	-1.8524735	0.06395785756964965	0.23606942040601558	
TRGV3	-2.576047	-1.8524755	0.0639575700543686	0.23606942040601558	
ADAT2	-0.72093683	-1.8525116	0.06395239496182455	0.23606942040601558	
TNFRSF10D	-1.4012997	-1.8525656	0.06394463297139162	0.23606942040601558	
AC079922.2	-1.9981576	-1.8531688	0.06385815382219627	0.2358324121773176	
DGAT1	-0.8265475	-1.8551328	0.0635772627619226	0.2348603289713886	
PPP2R5B	-0.2744982	-1.8553914	0.06354036446569405	0.23475665097771506	
RELL2	-0.22081523	-1.8559384	0.06346233571126111	0.23450096216733063	
MLKL	-0.95062596	-1.8560005	0.06345348031084848	0.2345008416549001	
APOBR	-3.724207	-1.8567661	0.06334444270613405	0.2341304328586201	
YEATS2	-0.3746269	-1.8575436	0.06323385101237783	0.23375417608595134	
TRAV13-2	-5.358998	-1.858263	0.0631316673630145	0.23340890065955797	
ALDOC	-0.81297135	-1.8592871	0.06298645475229014	0.2329044213774513	
MAPK7	-0.52573466	-1.8598863	0.06290161502486066	0.23262307301318652	
DDX51	-0.79628843	-1.8598983	0.06289991352280641	0.23262307301318652	
REPIN1	-0.020635013	-1.8604033	0.06282848478901877	0.23241729954172996	
TRBV2	-4.857471	-1.8606057	0.06279987543802648	0.23234380418531542	
AGPAT4	-1.479254	-1.8611147	0.06272797477164624	0.23211009904713703	
ZNF749	-0.3599621	-1.8614254	0.06268413183308015	0.23198016429844576	
SPAG16	-0.6764628	-1.8617821	0.06263381442967446	0.2318262294563873	
INF2	-0.10829839	-1.8618662	0.0626219466555522	0.23181458498021196	
FARS2	-0.13433346	-1.865732	0.06207887750166589	0.22983625645866798	
SNAPC4	-0.41323113	-1.866271	0.06200345676317123	0.22958900491896464	
TRAV8-4	-5.7889757	-1.8663552	0.06199168788082986	0.2295774100856314	
PDP1	-0.12925817	-1.8669724	0.06190543921511401	0.22928994828574628	
ADAM15	-0.4735477	-1.8670907	0.06188892889400827	0.22926074440053604	
SIMC1	0.04015912	-1.8677219	0.06180084222484557	0.22896634868890023	
THAP9-AS1	-0.4131967	-1.8682851	0.06172235091996656	0.22870742577746986	
TMEM63B	-0.4071652	-1.8686979	0.06166486168669382	0.22852626307454477	
DCAF12	-3.0679781	-1.8688822	0.061639201205556216	0.2284630217323217	
CXCR4	-0.21192728	-1.8700767	0.06147317995252361	0.2278794490876046	
TRIM73	-0.096351735	-1.8707119	0.06138502763951982	0.2275844120003902	
PPP2R1B	-0.51825523	-1.8707459	0.061380303187117895	0.2275844120003902	
MRS2	-0.1932713	-1.871319	0.06130086635415068	0.22733580672903184	
LINC01128	-0.19616875	-1.8718421	0.061228447615060876	0.22709892675979668	
EPG5	-0.5074804	-1.8718762	0.061223733144489395	0.22709892675979668	
POLR3D	-0.19197038	-1.8723651	0.06115609974310378	0.22689391053489044	
PARP2	-0.64985675	-1.8727279	0.061105969051489684	0.22673957160680502	
LRRC14	-0.54274535	-1.8731968	0.06104120965723049	0.2265309007930088	
SBK1	-3.494135	-1.8733672	0.06101770002600418	0.2264752756585903	
BEST1	-0.5402732	-1.8736497	0.06097871823722697	0.22636220000380666	
TCF20	-0.68767256	-1.8736998	0.06097180872620479	0.22636220000380666	
ORC2	-0.34282476	-1.8737419	0.060966005238170765	0.22636220000380666	
PLIN3	0.076130874	-1.8738521	0.06095080779531716	0.22635343305738925	
CYB5D2	-0.30003506	-1.8739083	0.06094307212094244	0.22635343305738925	
GUF1	-0.1884179	-1.8740366	0.06092539363363528	0.2263222973289157	
ARNT	-0.28250396	-1.874303	0.060888669114989025	0.22621749180979778	
PARG	-0.4476534	-1.8746457	0.060841478826650135	0.2260737684514936	
CCR4	-6.8281956	-1.8746758	0.060837340773671714	0.2260737684514936	
ZMYM6	0.004559376	-1.875265	0.06075628199863386	0.22582033551135355	
TIPIN	-0.5293897	-1.8756918	0.060697611662495016	0.2256338210318119	
CENPB	-0.70699704	-1.8757199	0.06069375704111415	0.2256338210318119	
ELP4	-0.2929369	-1.8759342	0.06066430341955959	0.22557310025020627	
LMO7	-1.1340495	-1.8765495	0.06057986203720988	0.22529063286511844	
THAP5	-0.20173813	-1.8766958	0.060559797483105714	0.22524753110879747	
LRRC28	-0.28908294	-1.8775816	0.06043842832706744	0.22482756983976565	
SPATA5L1	-0.6455263	-1.8780404	0.06037562635117937	0.224625388128219	
CD99L2	-0.588632	-1.8780506	0.060374255732663015	0.224625388128219	
SOX4	-0.05911869	-1.8787118	0.060283851920237226	0.2243467516365143	
CHM	-0.28573984	-1.8795675	0.06016704144328438	0.22394339651604195	
TMEM184C	-0.52229565	-1.8796216	0.06015966161327127	0.22394339651604195	
NNT-AS1	-0.32281324	-1.8799323	0.06011731044192527	0.22382098252359317	
BLZF1	-0.60944855	-1.8804052	0.06005287484400996	0.22361240690374623	
LINC00954	-0.7791939	-1.880812	0.05999749513456639	0.2234374979937845	
